season_spring,season_summer,season_autumn,season_winter,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
1.0,0.0,0.0,0.0,-1.822719793809122,9.644027877268496,-1.6862480951361345,-1.7480763846576997,-3.666005401185653,-1.822719793809122,-1.822719793809122,-3.931031226630509,-1.822719793809122,-3.238196806151894
0.0,1.0,0.0,0.0,-2.132376793025196,7.246060839801865,-2.132376793025196,-2.054362689375965,-3.295697362768889,-4.104758711201375,-1.826020734538732,-2.132376793025196,-2.132376793025196,-3.212894038068976
0.0,0.0,1.0,0.0,-2.101936612395246,7.620084525124941,-1.910282322098292,-2.101936612395246,-3.3887770425186,-2.101936612395246,-2.0344094633004044,-4.07384968174626,-2.101936612395246,-3.1140608060213903
0.0,0.0,0.0,1.0,-2.098474794138846,8.411894126184295,-1.9038339152889736,-2.214720237603755,-3.5882350230573223,-2.214720237603755,-2.214720237603755,-4.018619529985996,-2.3308025781329693,-2.214720237603755
1.0,0.0,0.0,0.0,-1.9696869696919452,8.926884394111717,-1.6972571746624916,-1.331048774194998,-1.9696869696919452,-3.911095754248923,-2.38809158801026,-4.093945694376051,-1.9696869696919452,-1.9696869696919452
0.0,1.0,0.0,0.0,-1.9352094271584743,8.10471937234669,-1.4884336952919652,-2.2755841185122176,-3.878786087919237,-3.831496736527165,-2.2755841185122176,-4.014349398025618,-2.2755841185122176,-2.2755841185122176
0.0,0.0,1.0,0.0,-1.4572315340014128,7.00274869273368,-2.322982317589682,-1.005940953799607,-4.217286651633469,-3.8531985374491153,-2.322982317589682,-3.697377974082677,-2.322982317589682,-2.322982317589682
0.0,0.0,0.0,1.0,-2.756391569895237,5.502235709529939,-0.8942214643414823,-2.756391569895237,-4.789650666172494,-3.5184141090444907,-2.756391569895237,-3.60208823579142,-1.7797232632967352,-2.756391569895237
1.0,0.0,0.0,0.0,-1.0446879644068474,4.574785482261416,-1.5871058642346836,-0.5322937147507442,-4.858777849885247,-2.997490240619498,-3.12758663472625,-1.5871058642346836,-1.5871058642346836,-1.5871058642346836
0.0,1.0,0.0,0.0,-0.5788580280246837,-1.7509646515583128,-0.1197614415786506,-0.1498300557358167,-5.180666096183696,-3.097591657304892,-3.0420623775087954,-1.7509646515583128,-1.7509646515583128,-1.7509646515583128
0.0,0.0,1.0,0.0,-1.464045081882884,-1.464045081882884,0.1553206982619942,-0.2615087392081199,-5.451833089674116,-2.888292560644867,-1.464045081882884,-2.90776117573968,-1.1848362620725768,-1.464045081882884
0.0,0.0,0.0,1.0,-1.0693153186714175,-1.0693153186714175,0.3950144744151098,0.1148162186391338,-5.514115897245764,-1.0693153186714175,-3.5231609847453056,-2.78620005684254,-0.7888325018793452,-1.0693153186714175
1.0,0.0,0.0,0.0,-0.6357740610395879,3.0469961344722107,0.736983248535596,0.232536042066983,-0.6357740610395879,-2.3989984081305518,-0.6357740610395879,-2.4233391322169298,-0.6357740610395879,-0.6845211510680758
0.0,1.0,0.0,0.0,0.668888477195441,-0.0777673130191864,0.7777160111752796,0.4231459819666825,-5.624601105368196,-0.0777673130191864,-3.679452710193504,-2.230039632829839,-0.0777673130191864,-0.0777673130191864
0.0,0.0,1.0,0.0,0.9461377533994731,3.584367236029898,0.034567730248679,0.6161840012351536,0.034567730248679,0.034567730248679,-3.6168717881258408,-1.8006838247733026,0.034567730248679,-0.0435032790627411
