season_spring,season_summer,season_autumn,season_winter,price_AUS,price_CHF,price_CZE,price_GER,price_ESP,price_FRA,price_UK,price_ITA,price_POL,price_SVK
1.0,0.0,0.0,0.0,-0.9211785471860737,9.644027877268496,-1.6862480951361345,-1.7480763846576997,-3.666005401185653,-0.9211785471860737,-1.822719793809122,-3.931031226630509,-0.9211785471860737,-3.238196806151894
0.0,1.0,0.0,0.0,-1.3400070698824667,7.246060839801865,-2.132376793025196,-2.054362689375965,-3.295697362768889,-4.104758711201375,-1.826020734538732,-1.3400070698824667,-1.3400070698824667,-3.212894038068976
0.0,0.0,1.0,0.0,-2.101936612395246,7.620084525124941,-1.910282322098292,-1.286175914707893,-3.3887770425186,-1.286175914707893,-2.0344094633004044,-4.07384968174626,-1.286175914707893,-3.1140608060213903
0.0,0.0,0.0,1.0,-2.098474794138846,8.411894126184295,-1.9038339152889736,-1.106113136003367,-3.5882350230573223,-1.106113136003367,-2.214720237603755,-4.018619529985996,-2.3308025781329693,-1.106113136003367
1.0,0.0,0.0,0.0,-1.9696869696919452,8.926884394111717,-1.6972571746624916,-1.331048774194998,-0.9234630801532787,-3.911095754248923,-2.38809158801026,-4.093945694376051,-0.9234630801532787,-0.9234630801532787
0.0,1.0,0.0,0.0,-1.9352094271584743,8.10471937234669,-1.4884336952919652,-1.331305727298284,-3.878786087919237,-3.831496736527165,-2.2755841185122176,-4.014349398025618,-1.331305727298284,-1.331305727298284
0.0,0.0,1.0,0.0,-1.4572315340014128,7.00274869273368,-1.3644670394031835,-1.005940953799607,-4.217286651633469,-3.8531985374491153,-2.322982317589682,-3.697377974082677,-1.3644670394031835,-1.3644670394031835
0.0,0.0,0.0,1.0,-1.6911790855731315,5.502235709529939,-0.8942214643414823,-1.6911790855731315,-4.789650666172494,-3.5184141090444907,-2.756391569895237,-3.60208823579142,-1.7797232632967352,-1.6911790855731315
1.0,0.0,0.0,0.0,-1.0446879644068474,4.574785482261416,-1.367593826623122,-0.5322937147507442,-4.858777849885247,-2.997490240619498,-3.12758663472625,-1.367593826623122,-1.5871058642346836,-1.367593826623122
0.0,1.0,0.0,0.0,-0.5788580280246837,-1.9885334725564068,-0.1197614415786506,-0.1498300557358167,-5.180666096183696,-3.097591657304892,-3.0420623775087954,-1.9885334725564068,-1.9885334725564068,-1.7509646515583128
0.0,0.0,1.0,0.0,-2.000422315851464,-2.000422315851464,0.1553206982619942,-0.2615087392081199,-5.451833089674116,-2.888292560644867,-2.000422315851464,-2.90776117573968,-1.1848362620725768,-1.464045081882884
0.0,0.0,0.0,1.0,-1.88168486661859,-1.88168486661859,0.3950144744151098,0.1148162186391338,-5.514115897245764,-1.88168486661859,-3.5231609847453056,-2.78620005684254,-0.7888325018793452,-1.0693153186714175
1.0,0.0,0.0,0.0,-0.3037310467686222,3.0469961344722107,0.736983248535596,0.232536042066983,-0.3037310467686222,-2.3989984081305518,-0.3037310467686222,-2.4233391322169298,-0.6357740610395879,-0.6845211510680758
0.0,1.0,0.0,0.0,0.668888477195441,-1.3917300415819034,0.7777160111752796,0.4231459819666825,-5.624601105368196,-1.3917300415819034,-3.679452710193504,-2.230039632829839,-1.3917300415819034,-0.0777673130191864
0.0,0.0,1.0,0.0,0.9461377533994731,3.584367236029898,-0.039971738721240095,0.6161840012351536,-0.039971738721240095,-0.039971738721240095,-3.6168717881258408,-1.8006838247733026,0.034567730248679,-0.0435032790627411
0.0,0.0,0.0,1.0,1.1051496549192308,-1.1991389803629477,1.1186969910822206,-1.1991389803629477,-5.667859258630316,-1.1991389803629477,-3.763594965294442,-1.815632832963537,0.2348627143932231,0.3944048339529866
1.0,0.0,0.0,0.0,1.031778915823039,3.721767642221423,-0.6498033499439609,-0.6498033499439609,-5.27195480797859,-0.6498033499439609,-3.618985396209085,-1.637349594683082,0.6018626331160297,0.6242571581025388
0.0,1.0,0.0,0.0,-0.6037997237331606,3.79414698388256,1.433521104010195,0.7457878228885948,-5.451017854060707,-1.878176791853158,-3.744401921339149,-0.6037997237331606,-0.6037997237331606,0.8735425903395403
0.0,0.0,1.0,0.0,-0.3009602113685336,3.266980883060494,1.3845881863454088,0.9587981034085808,-5.278573876667105,-1.7678958369345632,-0.3009602113685336,-1.5536232356890105,0.8830042968964598,-0.3009602113685336
0.0,0.0,0.0,1.0,1.1009274023100082,3.4668867132347483,-0.8626280864181425,-0.8626280864181425,-5.027142233497003,-1.7662034716409034,-3.5674392051787853,-1.500143255250014,-0.8626280864181425,1.2547174450949514
1.0,0.0,0.0,0.0,1.0108596640476697,2.8148107603151264,1.4516726961795698,0.8190902793381342,1.0209703046541692,-1.752711074202162,1.0209703046541692,1.0209703046541692,1.375760366034972,1.427309440865876
0.0,1.0,0.0,0.0,0.5827857015063815,-0.7924337992928395,-0.7924337992928395,0.7923528031783497,-4.750019260006138,-0.7924337992928395,-3.455928805701701,-1.644464987462727,1.4320702809508588,1.4961676724851003
0.0,0.0,1.0,0.0,0.6876630166380057,-1.2065946205491473,1.309259863824357,0.5786917212900629,-4.539819245995974,-1.6543895196757763,-3.260080628367771,-1.567487551556935,-1.2065946205491473,-1.2065946205491473
0.0,0.0,0.0,1.0,0.5389342916479894,-0.3658497962098305,1.2924158058375188,-0.3658497962098305,-4.4398169762331,-1.886540873793602,-0.3658497962098305,-1.377310460138328,1.5889460263404296,1.722423612870279
1.0,0.0,0.0,0.0,0.4082786106414721,1.335295972022428,-0.2167809318076968,-0.2167809318076968,-0.2167809318076968,-1.8777746232360677,-3.092516341828481,-1.735759966873297,1.704809262146274,1.7402005644737937
0.0,1.0,0.0,0.0,0.4867756295705759,1.1317951046244883,0.023187336988415557,0.5603031917650766,-4.237861484418774,0.023187336988415557,0.023187336988415557,-1.5385400294570166,1.78010600246361,1.9797329443709488
0.0,0.0,1.0,0.0,0.3927614254510096,-1.1071653452421002,1.000791043732632,-1.1071653452421002,-4.328622267309658,-1.9425823046346185,-3.0393452253890394,-1.6679917968286744,-1.1071653452421002,1.834831708283649
0.0,0.0,0.0,1.0,0.2191391806167177,1.6902297571323182,1.1058485762232322,-0.24510164749658295,-0.24510164749658295,-2.059009566064077,-2.621036356998386,-1.7450238819186743,-0.24510164749658295,1.6941407585327888
1.0,0.0,0.0,0.0,0.1095983653851277,1.5301266726728715,0.9293176324073774,0.3007445653092523,0.09963099363433492,-2.017647293521581,0.09963099363433492,-1.851587475900483,0.09963099363433492,1.6968644890877795
0.0,1.0,0.0,0.0,0.0373233861473287,1.5088762028743556,0.8927587548716098,0.19090729305024023,0.19090729305024023,-2.198776367264788,-2.697578454411551,0.19090729305024023,1.952039267048628,1.8417082620860985
0.0,0.0,1.0,0.0,-0.029890990804378865,1.5134813996543524,1.0254945816841912,-0.029890990804378865,-0.029890990804378865,-1.863081168798029,-2.5548122187491256,-1.850256996375297,1.870602956405343,1.649334510547913
0.0,0.0,0.0,1.0,-0.015485336976904,-0.17435591132822006,0.8550662254785849,0.107658663963076,-3.7595809866413568,-0.17435591132822006,-2.485054168218249,-0.17435591132822006,1.9400281621675664,2.1368760609297417
1.0,0.0,0.0,0.0,-0.0511127071361477,1.618505423656197,0.8202124819359101,-0.5980680905186809,-3.775810573071461,-0.5980680905186809,-2.788183044978283,-1.891426866763884,-0.5980680905186809,1.8813386527269025
0.0,1.0,0.0,0.0,-0.151213750806446,1.3301385556334535,0.7504452455953603,0.233891293412802,0.5797121158011479,0.5797121158011479,0.5797121158011479,-1.8998029052138947,1.851404528202392,1.943121843784368
0.0,0.0,1.0,0.0,-0.49583259191832507,2.3039015964254808,0.9249408262380436,-0.0465506938864908,-3.923151365271629,-0.49583259191832507,-2.8226055356619537,-1.8502484345716008,-0.49583259191832507,1.9428854632998744
0.0,0.0,0.0,1.0,-0.5790383633706677,1.5755812740312525,0.8963394110776262,0.1746739648199989,-3.852039051923127,-0.5790383633706677,-2.707586459355941,-1.9608115423452408,-0.5790383633706677,1.8205738601007568
1.0,0.0,0.0,0.0,-0.7537925853483655,1.7857495359382094,-0.7537925853483655,-0.7537925853483655,-3.929835946170917,-2.158591714170003,-2.7880184976445257,-2.0373937713074337,2.038057257430414,1.8134850384856975
0.0,1.0,0.0,0.0,-0.0334459745674506,1.5074535703513736,0.9792804915553436,0.16636743325508757,0.16636743325508757,-1.9942607021466765,-2.9608746102562,0.16636743325508757,1.8075920172099331,1.8588272406392896
0.0,0.0,1.0,0.0,0.1773604674850324,-0.5186234197958342,-0.5186234197958342,0.4002960550466541,-3.724717347253839,-0.5186234197958342,-2.6987092800978925,-1.6386921570289168,1.9290031668887837,1.9250951563893397
0.0,0.0,0.0,1.0,0.1507716705706284,1.0390225025982782,0.9614580420804596,0.3540023016626829,-0.021615378505309733,-1.858650078272227,-2.7276081159102827,-0.021615378505309733,-0.021615378505309733,1.9296960277332929
1.0,0.0,0.0,0.0,-0.7678272214609464,1.4410742475633989,-0.7678272214609464,-0.7678272214609464,-4.052762281493507,-1.7393382969857272,-2.860847664627152,-1.6355641275186843,1.7533828742521147,1.7192646985829334
0.0,1.0,0.0,0.0,0.4175679875274857,1.8495513496450973,-0.682253834377466,0.207092558597104,-4.197432983401207,-1.8911426799721205,-2.9095535598022964,-0.682253834377466,1.7481404867636745,-0.682253834377466
0.0,0.0,1.0,0.0,-0.5752794446232871,-0.5752794446232871,1.1406318837301277,0.4364396672644253,-4.3140764627089405,-1.9648234617595768,-2.923275682178532,-0.5752794446232871,1.7459846441586444,1.852163299130842
0.0,0.0,0.0,1.0,0.4575224551800061,1.5508801494415918,1.1591080609880635,0.6661476553564977,-4.30501054527735,-0.06664751127994213,-0.06664751127994213,-1.646208510103411,-0.06664751127994213,1.6510281554550064
1.0,0.0,0.0,0.0,0.6170214184506047,1.8845342599481447,1.3190343461253609,0.6760224613401853,0.6248059759383047,0.6248059759383047,-3.2443750513713674,0.6248059759383047,1.506897948619859,1.6145064484553455
0.0,1.0,0.0,0.0,0.8846874261087044,-0.6936891594392958,1.3490074003177788,0.580275376927827,-4.542342429885892,-0.6936891594392958,-3.2834403034786,-1.6109742677215269,-0.6936891594392958,1.7669626816566393
0.0,0.0,1.0,0.0,0.913503673164586,2.0272234796290247,1.3075063684173678,0.6815342778778879,0.9623229414501436,0.9623229414501436,0.9623229414501436,-1.3552316529430457,1.6273627797864585,1.534361664218726
0.0,0.0,0.0,1.0,0.9012519709795446,-0.4856092936766824,-0.4856092936766824,0.809539591827656,-4.811887930549529,-1.7224211773217075,-0.4856092936766824,-1.499744797699543,1.4550743571075515,1.4689229299192508
1.0,0.0,0.0,0.0,0.9690778992863908,2.882409944000713,-0.07023580707415829,-0.07023580707415829,-0.07023580707415829,-1.7668074956809008,-3.482468518174693,-1.501144759409412,1.0568619445270997,1.3504203359316944
0.0,1.0,0.0,0.0,1.2473904290608304,-0.8257260634031109,1.430643894790425,0.9873440252443096,-5.171109646982399,-1.6076671907727709,-3.62859289070704,-0.8257260634031109,-0.8257260634031109,0.9619089355448678
0.0,0.0,1.0,0.0,1.174211296285537,3.2533128609203814,0.3098623819568428,0.8041809910925185,0.3098623819568428,-1.6044042728047023,-3.5136791987973828,0.3098623819568428,0.9082277538944022,1.1471872431071448
0.0,0.0,0.0,1.0,1.0855442828151705,3.911829793833846,-0.9623724344920396,-0.9623724344920396,-5.447060574068039,-1.7148422254294342,-3.758063660292393,-1.5249533275058311,0.7109386692024047,-0.9623724344920396
1.0,0.0,0.0,0.0,-1.393503527047724,-1.393503527047724,1.4746386077876728,0.7294644653329516,-5.364697789250094,-1.839296681203252,-3.633933791687805,-1.6335865346460725,-1.393503527047724,0.5128870343325312
0.0,1.0,0.0,0.0,1.104569706361635,-1.6009960735761795,-1.6009960735761795,-1.6009960735761795,-5.591019558814936,-1.9298553806065204,-3.5779546495159167,-1.8856614573411583,0.2670337886631657,0.405915036220474
0.0,0.0,1.0,0.0,-1.1877516755339441,3.770651849468786,-1.1877516755339441,0.7387720815169398,-5.511898996477564,-1.8876390538108176,-3.660519751595453,-1.806682006893936,0.0430541490544352,-1.1877516755339441
0.0,0.0,0.0,1.0,0.6884619756756873,-0.8539277384181603,0.9917683355767096,0.4612160423815487,-5.566956752876877,-2.173978843500465,-0.8539277384181603,-0.8539277384181603,-0.4201056162616426,0.0421006900779162
1.0,0.0,0.0,0.0,0.7207949485976255,3.0858186424478347,-0.34816673066537573,0.4124110208875133,-0.34816673066537573,-2.195605114591205,-3.6047248454911673,-0.34816673066537573,-0.3572849344711827,-0.4985768320370491
0.0,1.0,0.0,0.0,0.4301930224976981,2.8500161010489107,0.5369697369131919,0.3345802133954823,-0.3470644476331654,-0.3470644476331654,-3.479765384704711,-2.344224696136733,-0.3470644476331654,-0.7572201264459972
0.0,0.0,1.0,0.0,0.4021698469767263,2.786743712507981,-0.9649599796035571,0.2912145299511933,-5.762590238519862,-2.6471818692921127,-0.9649599796035571,-0.9649599796035571,-0.8251943425152812,-0.9998814963335446
0.0,0.0,0.0,1.0,-0.7496716100204707,2.975416347331116,0.2994652834898236,-0.1103871074603047,-0.7496716100204707,-0.7496716100204707,-3.209551547470307,-2.774297053844031,-1.0669981915833655,-1.361349000606226
1.0,0.0,0.0,0.0,-2.2944245807537413,-2.2944245807537413,-0.0085940363802449,-0.3252309662428771,-5.506255967289886,-2.9103245358212173,-3.0710084441328283,-2.974538042525709,-1.2650200728834269,-2.2944245807537413
0.0,1.0,0.0,0.0,-0.5617525628806407,4.044774554861039,-0.1490611501507596,-1.357181101645129,-5.339666821701726,-3.1394640420014137,-1.357181101645129,-2.986708814761607,-1.368388874880794,-1.357181101645129
